"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASVb66a804d","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Pseudoxanthomonas","helianthi"
"ASVe46d307c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVbca56ca8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9b376d12","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7f028a0a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV22730d43","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","pavanii"
"ASV36fd03ca",NA,NA,NA,NA,NA,NA,NA
"ASV61b5aba8",NA,NA,NA,NA,NA,NA,NA
"ASVb69450fe",NA,NA,NA,NA,NA,NA,NA
"ASV5da1c6d8","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","oc32",NA
"ASV78ddb965","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Lawsonella","clevelandensis"
"ASV7645582d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7ef5c006","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASV03391225","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc67244eb","Bacteria","Pseudomonadota","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Limibacillus",NA
"ASVf90518a5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV13ecf186","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe33b12ea",NA,NA,NA,NA,NA,NA,NA
"ASVc4639f52","Bacteria",NA,NA,NA,NA,NA,NA
"ASV12d27370","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6ed5fdb2",NA,NA,NA,NA,NA,NA,NA
"ASVae1228d1","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","sojae"
"ASV61458e42","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","granulosum"
"ASV900dd8ef","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVb8425aba",NA,NA,NA,NA,NA,NA,NA
"ASV356a4ffc",NA,NA,NA,NA,NA,NA,NA
"ASV115066b8",NA,NA,NA,NA,NA,NA,NA
"ASV2cc6d7dc",NA,NA,NA,NA,NA,NA,NA
"ASVcc534244","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Thermomonas",NA
"ASVba9b7cef","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf57f8d63","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","accolens"
"ASV257abd7a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9f8fa4c2","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfb021839","Bacteria",NA,NA,NA,NA,NA,NA
"ASVde5572e5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8903ea7e","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa54e7c01","Bacteria",NA,NA,NA,NA,NA,NA
"ASVdd089479","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa14a08ca",NA,NA,NA,NA,NA,NA,NA
"ASVbd083154","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",NA
"ASVbdbb9391",NA,NA,NA,NA,NA,NA,NA
"ASV6dc82113",NA,NA,NA,NA,NA,NA,NA
"ASV0dc1a48a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV732d97e6","Bacteria",NA,NA,NA,NA,NA,NA
"ASV79237664",NA,NA,NA,NA,NA,NA,NA
"ASV155ddd68","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5b5e76ec","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASVd3888660",NA,NA,NA,NA,NA,NA,NA
"ASV8590399a","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV7e9cd517","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rubrivivax",NA
"ASV745c4b6d","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"ASV905cf953",NA,NA,NA,NA,NA,NA,NA
"ASVa9f453b9","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caldimonas",NA
"ASVb7e8fe29","Bacteria",NA,NA,NA,NA,NA,NA
"ASV524d554f","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVa0d49ac1","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV320288d5","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"ASV996ba2b2","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rubellimicrobium",NA
"ASVd1fd7ee6",NA,NA,NA,NA,NA,NA,NA
"ASVbd1ce3ff","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf9e667a4","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV757b7f5f",NA,NA,NA,NA,NA,NA,NA
"ASV2bb3f198","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf1fcc775","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales",NA,NA,NA
"ASV9914182b","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"ASV137ef4b1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV21f435c0","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe6561ef7","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASVd7091823",NA,NA,NA,NA,NA,NA,NA
"ASV3b2d2d3e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV899abde5","Bacteria","Chloroflexota","Chloroflexia","Kallotenuales","AKIW781",NA,NA
"ASV03492a4a",NA,NA,NA,NA,NA,NA,NA
"ASVf5ec1f70","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Meiothermus",NA
"ASV52154b7e","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV0eeb4097","Bacteria","Chloroflexota","KD4-96",NA,NA,NA,NA
"ASVe91e91b8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5703cd50",NA,NA,NA,NA,NA,NA,NA
"ASVa82156df",NA,NA,NA,NA,NA,NA,NA
"ASVfd6b1fee","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb665ccde","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV381a58eb",NA,NA,NA,NA,NA,NA,NA
"ASVe973f9b8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV519f1447","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",NA,NA
"ASV58826666","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd1c2d3fc",NA,NA,NA,NA,NA,NA,NA
"ASV0b69df74",NA,NA,NA,NA,NA,NA,NA
"ASVfbfb6cbd","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2fca1efc","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Oceanococcus","atlanticus"
"ASV26683f7a","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASVc8a9d481","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium",NA
"ASVfb52b9bd","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales",NA,NA,NA
"ASV5a14d452","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","adhaerens"
"ASVfd71bc31",NA,NA,NA,NA,NA,NA,NA
"ASVb21b4a3d","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd5102c24","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd83be1e1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8301a27b",NA,NA,NA,NA,NA,NA,NA
"ASV202e19d1","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","bracarensis"
"ASVc302e22e",NA,NA,NA,NA,NA,NA,NA
"ASV947735f6","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"ASVc28af7dc","Bacteria",NA,NA,NA,NA,NA,NA
"ASV658d9ef1","Bacteria","Bacillota","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Thermoactinomyces",NA
"ASV796b404e",NA,NA,NA,NA,NA,NA,NA
"ASVe3249004","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas","sputigena"
"ASV442cea07","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV07982fbe","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7e18c647","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3182f58c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1fe430f8",NA,NA,NA,NA,NA,NA,NA
"ASVc4e8c72a","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA
"ASV710c81b7",NA,NA,NA,NA,NA,NA,NA
"ASV28c36abf",NA,NA,NA,NA,NA,NA,NA
"ASV889d1416","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV3169cb39","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","gladioli"
"ASVbecafc3c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV06073741","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9d2bbdb8",NA,NA,NA,NA,NA,NA,NA
"ASV6077dd87","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3911679e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9edd2a56","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV6b73404c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV085d93e7","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"ASVd032b006","Bacteria",NA,NA,NA,NA,NA,NA
"ASV376a8bc5","Bacteria","Gemmatimonadota","PAUC43f marine benthic group",NA,NA,NA,NA
"ASV0eac87a9","Bacteria",NA,NA,NA,NA,NA,NA
"ASV01b19a3d",NA,NA,NA,NA,NA,NA,NA
"ASVb736d31b",NA,NA,NA,NA,NA,NA,NA
"ASVf7bbf4fa","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae","Ketobacter",NA
"ASV388b7d9f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV23ead8c6","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASVb8af4cd2",NA,NA,NA,NA,NA,NA,NA
"ASVfed50ad9","Bacteria",NA,NA,NA,NA,NA,NA
"ASVffa049bd","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0c66d549","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASVbac38603",NA,NA,NA,NA,NA,NA,NA
"ASVf2e7721e","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA,NA
"ASVa6d80fbb","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV846d69ab",NA,NA,NA,NA,NA,NA,NA
"ASV9cce9060","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","yanoikuyae"
"ASV9582dc94","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASVafc7c0f9","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Gynurincola",NA
"ASVe2bc0cb0","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Centipeda",NA
"ASV2397a943","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","pseudoresistens"
"ASV47f75db2","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Luteococcus",NA
"ASV0f05d08b","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASVb0c4ef10",NA,NA,NA,NA,NA,NA,NA
"ASV2883d43f",NA,NA,NA,NA,NA,NA,NA
"ASVde4c6a90","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","colorans"
"ASVce93d09d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV15bdf043","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVba6d840e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0636d463",NA,NA,NA,NA,NA,NA,NA
"ASV0ae73299","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASVc4b2c8d9","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVf1bb296f","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV7d6b7642","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","ureicelerivorans"
"ASV6c0700ef","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","fascians"
"ASVdf44e08e","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf1c11a29","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","concisus"
"ASV22101f9f","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora",NA
"ASVec7bdaa3","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","yavapaiensis"
"ASV6e66c29e",NA,NA,NA,NA,NA,NA,NA
"ASV33d28091","Bacteria",NA,NA,NA,NA,NA,NA
"ASV279b3358","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","oneidensis"
"ASV16ed71a2","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV93f97a64","Bacteria","Bacillota","Bacilli","Bacillales","Marinococcaceae","Marinococcus",NA
"ASV44ec4280","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASVe2ab3a88","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"ASVaa20d02a","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Winkia","neuii"
"ASV20855692","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Caldovatus",NA
"ASVa780b354",NA,NA,NA,NA,NA,NA,NA
"ASV7cfd9754","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","Longimicrobiaceae","Longimicrobium",NA
"ASV4ff6f069","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe96a05c1","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Buchnera",NA
"ASV6ffe3df1","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus",NA
"ASVcda4c497","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa07a4a19",NA,NA,NA,NA,NA,NA,NA
"ASVd9d1d368",NA,NA,NA,NA,NA,NA,NA
"ASV62a00de2","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587",NA
"ASV0120b516","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV180ee68e",NA,NA,NA,NA,NA,NA,NA
"ASVfc31a5ff",NA,NA,NA,NA,NA,NA,NA
"ASV1c0416e4","Bacteria","Chloroflexota","Ktedonobacteria","B12-WMSP1",NA,NA,NA
"ASV14566b2a","Bacteria","Chloroflexota","AD3",NA,NA,NA,NA
"ASV1074037d","Bacteria","Armatimonadota",NA,NA,NA,NA,NA
"ASV1f382041",NA,NA,NA,NA,NA,NA,NA
"ASVe29d86fe","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Xanthomonas",NA
"ASV3367476b","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV7bb176b1","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA,NA
"ASV6217c0aa","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8366137f","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03",NA
"ASV4a5f2c10",NA,NA,NA,NA,NA,NA,NA
"ASV6671f245",NA,NA,NA,NA,NA,NA,NA
"ASV5de4ccb4","Bacteria","Acidobacteriota","Blastocatellia","11-24",NA,NA,NA
"ASV877614a0","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b",NA,NA
"ASV2221c9b0","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASVd049c12c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1b7e9f45","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"ASVc67d1f5c","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ASV40705ec8","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV047ac1f3","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","pavanii"
"ASV7c7c22ff",NA,NA,NA,NA,NA,NA,NA
"ASV77ea3561",NA,NA,NA,NA,NA,NA,NA
"ASV7856b8c2","Bacteria","Chloroflexota","TK10",NA,NA,NA,NA
"ASV7b299224","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA,NA
"ASV6341927d","Bacteria","Chloroflexota","JG30-KF-CM66",NA,NA,NA,NA
"ASV4cc33460","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae",NA,NA
"ASVa4791ea7","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","copiosus"
"ASVc4cc0552",NA,NA,NA,NA,NA,NA,NA
"ASV31f2d68e","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA
"ASVdc48f460","Bacteria",NA,NA,NA,NA,NA,NA
"ASV792d5add","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASV7d7b8bbb","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9ca1de6b","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA,NA
"ASV2e0ffde5","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASV52e686f9",NA,NA,NA,NA,NA,NA,NA
"ASV3ac8ff97","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV438ed321",NA,NA,NA,NA,NA,NA,NA
"ASV0ddb48d6",NA,NA,NA,NA,NA,NA,NA
"ASV75738e97","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"ASVb307d6ee",NA,NA,NA,NA,NA,NA,NA
"ASV3264d41d","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",NA,NA
"ASVa35f099d","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd92b2c78",NA,NA,NA,NA,NA,NA,NA
"ASV94543c5f",NA,NA,NA,NA,NA,NA,NA
"ASVf36b4568",NA,NA,NA,NA,NA,NA,NA
"ASVcf52e8bd",NA,NA,NA,NA,NA,NA,NA
"ASV4cfdea42","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb445918d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV33d25c47","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA,NA
"ASV271eb874",NA,NA,NA,NA,NA,NA,NA
"ASV950ebfff",NA,NA,NA,NA,NA,NA,NA
"ASV0e5a70a8","Bacteria",NA,NA,NA,NA,NA,NA
"ASVbf295a4d","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Zobellella","denitrificans"
"ASV69f46e7a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2353449f","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Chryseomicrobium",NA
"ASV27dca17c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1b5fcea8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV72bff43d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV944f10db","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASVea565b38","Bacteria",NA,NA,NA,NA,NA,NA
"ASV56932ae2",NA,NA,NA,NA,NA,NA,NA
"ASVe4014445","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"ASV9ff5f5fd","Bacteria","Armatimonadota","Chthonomonadia","Chthonomonadales","Chthonomonadaceae","Chthonomonas",NA
"ASV5f1c866f","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","tuberculostearicum"
"ASV201fa2b1","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb18bde95",NA,NA,NA,NA,NA,NA,NA
"ASVe5f3a1bb","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA
"ASV87a6cdaf",NA,NA,NA,NA,NA,NA,NA
"ASV78455f50",NA,NA,NA,NA,NA,NA,NA
"ASV75d1d49a","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVc5c43c91",NA,NA,NA,NA,NA,NA,NA
"ASV57d1d398","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6f0716ce",NA,NA,NA,NA,NA,NA,NA
"ASVb9fd63cb","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb1d9951b",NA,NA,NA,NA,NA,NA,NA
"ASV0bb95f42",NA,NA,NA,NA,NA,NA,NA
"ASV0d745d42",NA,NA,NA,NA,NA,NA,NA
"ASV4c6e6714",NA,NA,NA,NA,NA,NA,NA
"ASV4ecd89c1","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASVed410b5e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV309092d9","Bacteria",NA,NA,NA,NA,NA,NA
"ASV46cfa38f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd5bb0533",NA,NA,NA,NA,NA,NA,NA
"ASV1e2f5b19",NA,NA,NA,NA,NA,NA,NA
"ASV077c85d3","Bacteria",NA,NA,NA,NA,NA,NA
"ASV90474cdf","Bacteria",NA,NA,NA,NA,NA,NA
"ASV04f73bda",NA,NA,NA,NA,NA,NA,NA
"ASV47c7b96a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1481d784",NA,NA,NA,NA,NA,NA,NA
"ASV6c6a2602",NA,NA,NA,NA,NA,NA,NA
"ASV8beba72f",NA,NA,NA,NA,NA,NA,NA
"ASV8aa4a474","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Negativicoccus","succinicivorans"
"ASV9cfe3c7a","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","eburnea"
"ASV2199dce6","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7",NA
"ASVf477fda7","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"ASV3ce7942d",NA,NA,NA,NA,NA,NA,NA
"ASV402b48f5",NA,NA,NA,NA,NA,NA,NA
"ASV1281c89c",NA,NA,NA,NA,NA,NA,NA
"ASV0c12dab6","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVf3b215f0","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe38b49fd","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASVeeae2083","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc4baf6de","Archaea",NA,NA,NA,NA,NA,NA
"ASVd0c5c90e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV662cbaf4","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe514368f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV620a5983","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6bbb62a2",NA,NA,NA,NA,NA,NA,NA
"ASVbf4307f5","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","endophyticus"
"ASVe59af170","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVe58f245a","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"ASV28faaa0c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6fc56068","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASVadf1667e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3b602a97","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",NA
"ASV4cf3cb2a",NA,NA,NA,NA,NA,NA,NA
"ASVb5555f0d",NA,NA,NA,NA,NA,NA,NA
"ASVc6874b88",NA,NA,NA,NA,NA,NA,NA
"ASVef612aff",NA,NA,NA,NA,NA,NA,NA
"ASV51a026a7",NA,NA,NA,NA,NA,NA,NA
"ASVcfaf4051",NA,NA,NA,NA,NA,NA,NA
"ASV125a4129","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","mucilaginosa"
"ASVae7a9d04","Bacteria",NA,NA,NA,NA,NA,NA
"ASV45e5ef85","Bacteria",NA,NA,NA,NA,NA,NA
"ASV065c915d",NA,NA,NA,NA,NA,NA,NA
"ASVa859958d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV37db8e89","Archaea","Thermoplasmatota","Thermoplasmata",NA,NA,NA,NA
"ASVbb1a7cf8","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"ASVb988195d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8f4160c9",NA,NA,NA,NA,NA,NA,NA
"ASVae5ac942",NA,NA,NA,NA,NA,NA,NA
"ASV8f468b0c",NA,NA,NA,NA,NA,NA,NA
